Shipment Date,Order Dt,Str Nbr,Supplier,Order Qty,Product Weight,Weight
2014-08-25,2015-01-12,2,A,3410.0,1.2,11269.0
2014-08-25,2014-10-13,1,A,3530.0,2.2,14935.0
2014-08-25,2014-08-11,1,B,1738.0,8.3,20775.0
2014-08-25,2014-08-25,1,B,2503.0,8.3,20775.0
2014-08-25,2015-01-12,1,B,1754.0,8.3,20775.0
2014-08-25,2014-08-18,2,A,4908.0,1.2,11269.0
2014-08-25,2015-05-11,1,A,5394.0,2.2,14935.0
2014-08-25,2014-08-04,1,B,1890.0,8.3,20775.0
2014-08-25,2015-05-11,1,A,6538.0,1.2,14935.0
2014-08-25,2014-10-20,1,B,1890.0,8.3,20775.0
2014-08-25,2015-05-25,1,A,5253.0,2.2,14935.0
2014-08-25,2014-10-20,2,B,2538.0,8.3,28693.0
2014-08-25,2014-11-24,1,A,4329.0,2.2,14935.0
2014-08-25,2014-11-24,1,A,4950.0,1.2,14935.0
2014-08-25,2014-09-01,1,A,6097.0,1.2,14935.0
2014-08-25,2014-11-03,2,A,5293.0,1.2,11269.0
2014-08-25,2015-06-08,1,A,5168.0,2.2,14935.0
2014-08-25,2014-08-04,2,A,3600.0,2.2,11269.0
2014-08-25,2014-11-24,2,A,3295.0,2.2,11269.0
2014-08-25,2015-07-27,1,B,2517.0,8.3,20775.0
2014-08-25,2015-06-08,1,A,6444.0,1.2,14935.0
2014-08-25,2014-11-24,2,A,4361.0,1.2,11269.0
2014-08-25,2015-06-01,2,B,3149.0,8.3,28693.0
2014-08-25,2014-11-24,1,B,1927.0,8.3,20775.0
2014-08-25,2015-06-15,2,A,8161.0,1.2,11269.0
2014-08-25,2014-11-24,2,B,2000.0,8.3,28693.0
2014-08-25,2015-06-01,1,B,2298.0,8.3,20775.0
2014-08-25,2014-12-01,1,A,4937.0,2.2,14935.0
2014-08-25,2014-11-03,1,A,5618.0,1.2,14935.0
2014-08-25,2015-06-15,1,B,2060.0,8.3,20775.0
2014-08-25,2014-11-03,2,A,2842.0,2.2,11269.0
2014-08-25,2014-09-01,2,A,2567.0,2.2,11269.0
2014-08-25,2015-06-15,2,A,4232.0,2.2,11269.0
2014-08-25,2014-11-17,2,B,1806.0,8.3,28693.0
2014-08-25,2014-11-10,2,A,6325.0,1.2,11269.0
2014-08-25,2015-07-20,2,A,4522.0,2.2,11269.0
2014-08-25,2015-06-08,2,B,3476.0,8.3,28693.0
2014-08-25,2014-11-10,1,B,1875.0,8.3,20775.0
2014-08-25,2014-11-10,2,B,2515.0,8.3,28693.0
2014-08-25,2014-11-10,1,A,6438.0,1.2,14935.0
2014-08-25,2015-06-08,1,B,2516.0,8.3,20775.0
2014-08-25,2014-11-17,1,A,3560.0,2.2,14935.0
2014-08-25,2014-11-10,1,A,4838.0,2.2,14935.0
2014-08-25,2014-11-17,1,A,5746.0,1.2,14935.0
2014-08-25,2015-06-15,1,A,6755.0,1.2,14935.0
2014-08-25,2015-06-08,2,A,6326.0,1.2,11269.0
2014-08-25,2014-11-17,2,A,2293.0,2.2,11269.0
2014-08-25,2014-11-03,2,B,2353.0,8.3,28693.0
2014-08-25,2014-08-18,1,A,5342.0,1.2,14935.0
2014-08-25,2014-11-17,2,A,6842.0,1.2,11269.0
2014-08-25,2014-11-03,1,B,1966.0,8.3,20775.0
2014-08-25,2015-06-08,2,A,4044.0,2.2,11269.0
2014-08-25,2014-11-17,1,B,1798.0,8.3,20775.0
2014-08-25,2015-06-01,2,A,5519.0,1.2,11269.0
2014-08-25,2014-12-01,1,A,5084.0,1.2,14935.0
2014-08-25,2014-12-01,2,A,4132.0,2.2,11269.0
2014-08-25,2014-11-03,1,A,3493.0,2.2,14935.0
2014-08-25,2014-12-08,2,B,2386.0,8.3,28693.0
2014-08-25,2014-10-27,2,A,1470.0,2.2,11269.0
2014-08-25,2015-05-25,2,A,6536.0,1.2,11269.0
2014-08-25,2015-06-22,1,A,6790.0,1.2,14935.0
2014-08-25,2014-12-15,1,A,4569.0,2.2,14935.0
2014-08-25,2014-10-27,1,A,5490.0,1.2,14935.0
2014-08-25,2015-07-20,2,A,6182.0,1.2,11269.0
2014-08-25,2014-12-15,1,A,5874.0,1.2,14935.0
2014-08-25,2015-05-25,2,A,4415.0,2.2,11269.0
2014-08-25,2014-12-15,2,A,3508.0,2.2,11269.0
2014-08-25,2014-10-27,1,A,2990.0,2.2,14935.0
2014-08-25,2014-12-15,2,A,5610.0,1.2,11269.0
2014-08-25,2015-07-20,1,A,5355.0,2.2,14935.0
2014-08-25,2015-05-25,1,A,6050.0,1.2,14935.0
2014-08-25,2014-12-15,1,B,2056.0,8.3,20775.0
2014-08-25,2015-06-22,2,A,2982.0,2.2,11269.0
2014-08-25,2014-12-15,2,B,2191.0,8.3,28693.0
2014-08-25,2015-05-04,1,A,5461.0,1.2,14935.0
2014-08-25,2014-12-22,1,A,4301.0,2.2,14935.0
2014-08-25,2014-12-08,1,B,1786.0,8.3,20775.0
2014-08-25,2014-12-22,1,A,5962.0,1.2,14935.0
2014-08-25,2015-07-27,1,A,6156.0,1.2,14935.0
2014-08-25,2015-06-22,1,A,4650.0,2.2,14935.0
2014-08-25,2015-06-01,2,A,4453.0,2.2,11269.0
2014-08-25,2014-12-01,2,A,5987.0,1.2,11269.0
2014-08-25,2014-12-01,1,B,1914.0,8.3,20775.0
2014-08-25,2014-10-27,2,B,2833.0,8.3,28693.0
2014-08-25,2015-06-01,1,A,5825.0,1.2,14935.0
2014-08-25,2014-12-01,2,B,2278.0,8.3,28693.0
2014-08-25,2015-06-15,2,B,2197.0,8.3,28693.0
2014-08-25,2014-12-08,1,A,4361.0,2.2,14935.0
2014-08-25,2014-10-27,1,B,2086.0,8.3,20775.0
2014-08-25,2015-06-01,1,A,5281.0,2.2,14935.0
2014-08-25,2014-08-18,1,A,4268.0,2.2,14935.0
2014-08-25,2014-12-08,1,A,4650.0,1.2,14935.0
2014-08-25,2014-08-18,2,A,2623.0,2.2,11269.0
2014-08-25,2015-05-25,2,B,3138.0,8.3,28693.0
2014-08-25,2014-08-04,2,A,5173.0,1.2,11269.0
2014-08-25,2014-12-08,2,A,3325.0,2.2,11269.0
2014-08-25,2014-10-27,2,A,5076.0,1.2,11269.0
2014-08-25,2014-09-01,1,A,3530.0,2.2,14935.0
2014-08-25,2014-12-08,2,A,3986.0,1.2,11269.0
2014-08-25,2015-05-25,1,B,2289.0,8.3,20775.0
2014-08-25,2015-01-26,2,A,3448.0,2.2,11269.0
2014-08-25,2015-01-19,2,A,2688.0,2.2,11269.0
2014-08-25,2015-07-27,1,A,5038.0,2.2,14935.0
2014-08-25,2015-03-02,2,A,5406.0,1.2,11269.0
2014-08-25,2014-09-22,1,A,3862.0,2.2,14935.0
2014-08-25,2015-04-13,2,A,3318.0,2.2,11269.0
2014-08-25,2015-03-02,1,B,2281.0,8.3,20775.0
2014-08-25,2015-07-13,1,A,5542.0,2.2,14935.0
2014-08-25,2015-03-02,2,B,3125.0,8.3,28693.0
2014-08-25,2015-04-13,1,A,6667.0,1.2,14935.0
2014-08-25,2014-08-25,1,A,6115.0,1.2,14935.0
2014-08-25,2015-03-09,1,A,6055.0,2.2,14935.0
2014-08-25,2014-09-15,2,B,2849.0,8.3,28693.0
2014-08-25,2015-03-09,1,A,6192.0,1.2,14935.0
2014-08-25,2014-09-15,1,B,2295.0,8.3,20775.0
2014-08-25,2015-04-13,1,A,4366.0,2.2,14935.0
2014-08-25,2015-03-09,2,A,5147.0,2.2,11269.0
2014-08-25,2015-07-13,1,A,7062.0,1.2,14935.0
2014-08-25,2015-03-09,2,A,6004.0,1.2,11269.0
2014-08-25,2015-04-06,2,B,2957.0,8.3,28693.0
2014-08-25,2014-09-22,1,A,5087.0,1.2,14935.0
2014-08-25,2015-03-02,2,A,2588.0,2.2,11269.0
2014-08-25,2015-04-13,2,A,6652.0,1.2,11269.0
2014-08-25,2015-03-02,1,A,5202.0,1.2,14935.0
2014-08-25,2015-04-20,1,A,5806.0,1.2,14935.0
2014-08-25,2014-08-11,2,A,3234.0,2.2,11269.0
2014-08-25,2015-02-23,1,A,5290.0,1.2,14935.0
2014-08-25,2014-09-22,2,A,4550.0,1.2,11269.0
2014-08-25,2015-07-20,2,B,2768.0,8.3,28693.0
2014-08-25,2015-07-06,1,B,2506.0,8.3,20775.0
2014-08-25,2015-04-20,1,A,4765.0,2.2,14935.0
2014-08-25,2015-02-23,2,A,2438.0,2.2,11269.0
2014-08-25,2015-03-09,1,B,1816.0,8.3,20775.0
2014-08-25,2015-02-23,2,A,4835.0,1.2,11269.0
2014-08-25,2015-04-13,2,B,2856.0,8.3,28693.0
2014-08-25,2015-02-23,1,B,2070.0,8.3,20775.0
2014-08-25,2015-02-23,2,B,2514.0,8.3,28693.0
2014-08-25,2014-08-18,1,B,1782.0,8.3,20775.0
2014-08-25,2015-07-20,1,A,6326.0,1.2,14935.0
2014-08-25,2015-04-13,1,B,2102.0,8.3,20775.0
2014-08-25,2015-03-02,1,A,4212.0,2.2,14935.0
2014-08-25,2015-07-06,2,B,3464.0,8.3,28693.0
2014-08-25,2014-09-22,2,A,2569.0,2.2,11269.0
2014-08-25,2014-09-15,2,A,6486.0,1.2,11269.0
2014-08-25,2014-08-11,1,A,5463.0,1.2,14935.0
2014-08-25,2015-03-09,2,B,2126.0,8.3,28693.0
2014-08-25,2015-07-13,1,B,2254.0,8.3,20775.0
2014-08-25,2015-03-30,2,B,2965.0,8.3,28693.0
2014-08-25,2015-03-23,2,A,6756.0,1.2,11269.0
2014-08-25,2014-09-08,2,A,5978.0,1.2,11269.0
2014-08-25,2014-08-25,1,A,3453.0,2.2,14935.0
2014-08-25,2015-03-23,1,B,2323.0,8.3,20775.0
2014-08-25,2015-03-30,1,B,2174.0,8.3,20775.0
2014-08-25,2014-09-08,2,A,2056.0,2.2,11269.0
2014-08-25,2015-03-23,2,A,2819.0,2.2,11269.0
2014-08-25,2015-03-23,2,B,2892.0,8.3,28693.0
2014-08-25,2015-03-30,2,A,6551.0,1.2,11269.0
2014-08-25,2015-07-27,2,A,3924.0,2.2,11269.0
2014-08-25,2015-03-30,1,A,4470.0,2.2,14935.0
2014-08-25,2014-08-11,1,A,4598.0,2.2,14935.0
2014-08-25,2014-09-08,1,A,5099.0,1.2,14935.0
2014-08-25,2015-03-30,1,A,5517.0,1.2,14935.0
2014-08-25,2014-09-08,1,A,3288.0,2.2,14935.0
2014-08-25,2014-08-04,1,A,4338.0,2.2,14935.0
2014-08-25,2015-07-13,2,B,3084.0,8.3,28693.0
2014-08-25,2014-09-22,1,B,1915.0,8.3,20775.0
2014-08-25,2014-09-08,1,B,2045.0,8.3,20775.0
2014-08-25,2015-04-06,1,A,4799.0,2.2,14935.0
2014-08-25,2014-09-01,2,B,2027.0,8.3,28693.0
2014-08-25,2014-09-15,2,A,3295.0,2.2,11269.0
2014-08-25,2015-04-06,1,B,2167.0,8.3,20775.0
2014-08-25,2015-03-16,1,A,5042.0,2.2,14935.0
2014-08-25,2015-07-13,2,A,3776.0,2.2,11269.0
2014-08-25,2015-03-16,1,A,4854.0,1.2,14935.0
2014-08-25,2015-04-06,2,A,7698.0,1.2,11269.0
2014-08-25,2015-03-16,2,A,4232.0,2.2,11269.0
2014-08-25,2015-03-23,1,A,5686.0,1.2,14935.0
2014-08-25,2014-09-15,1,A,5497.0,1.2,14935.0
2014-08-25,2015-03-16,2,A,4936.0,1.2,11269.0
2014-08-25,2014-09-15,1,A,3999.0,2.2,14935.0
2014-08-25,2015-03-16,1,B,2028.0,8.3,20775.0
2014-08-25,2015-07-13,2,A,7860.0,1.2,11269.0
2014-08-25,2015-04-06,1,A,6414.0,1.2,14935.0
2014-08-25,2015-03-16,2,B,2742.0,8.3,28693.0
2014-08-25,2015-03-23,1,A,3806.0,2.2,14935.0
2014-08-25,2014-09-08,2,B,2174.0,8.3,28693.0
2014-08-25,2015-04-06,2,A,3712.0,2.2,11269.0
2014-08-25,2015-02-23,1,A,4059.0,2.2,14935.0
2014-08-25,2014-11-10,2,A,3750.0,2.2,11269.0
2014-08-25,2015-04-20,2,B,2813.0,8.3,28693.0
2014-08-25,2015-02-09,2,B,2669.0,8.3,28693.0
2014-08-25,2015-04-27,2,B,2435.0,8.3,28693.0
2014-08-25,2014-08-25,2,A,5904.0,1.2,11269.0
2014-08-25,2015-02-02,1,B,1971.0,8.3,20775.0
2014-08-25,2014-09-29,1,A,4838.0,1.2,14935.0
2014-08-25,2015-02-02,1,A,4174.0,2.2,14935.0
2014-08-25,2015-02-09,1,B,2174.0,8.3,20775.0
2014-08-25,2015-02-02,1,A,5324.0,1.2,14935.0
2014-08-25,2014-09-29,2,B,2554.0,8.3,28693.0
2014-08-25,2015-04-27,1,B,2019.0,8.3,20775.0
2014-08-25,2015-02-09,2,A,5892.0,1.2,11269.0
2014-08-25,2015-04-27,1,A,5134.0,2.2,14935.0
2014-08-25,2015-07-06,1,A,6447.0,1.2,14935.0
2014-08-25,2014-09-29,2,A,2623.0,2.2,11269.0
2014-08-25,2015-02-09,2,A,4081.0,2.2,11269.0
2014-08-25,2015-04-27,1,A,5773.0,1.2,14935.0
2014-08-25,2014-08-11,2,A,5048.0,1.2,11269.0
2014-08-25,2014-08-04,1,A,5006.0,1.2,14935.0
2014-08-25,2015-02-02,2,A,2843.0,2.2,11269.0
2014-08-25,2015-02-09,1,A,5559.0,1.2,14935.0
2014-08-25,2015-02-16,2,B,3206.0,8.3,28693.0
2014-08-25,2014-09-29,1,B,1900.0,8.3,20775.0
2014-08-25,2015-02-09,1,A,4882.0,2.2,14935.0
2014-08-25,2015-04-27,2,A,3406.0,2.2,11269.0
2014-08-25,2014-09-29,2,A,4230.0,1.2,11269.0
2014-08-25,2015-02-02,2,A,6268.0,1.2,11269.0
2014-08-25,2015-02-02,2,B,2065.0,8.3,28693.0
2014-08-25,2014-09-01,1,B,1946.0,8.3,20775.0
2014-08-25,2015-07-06,1,A,5835.0,2.2,14935.0
2014-08-25,2015-02-16,1,A,4099.0,2.2,14935.0
2014-08-25,2015-07-06,2,A,4945.0,2.2,11269.0
2014-08-25,2015-04-27,2,A,6162.0,1.2,11269.0
2014-08-25,2015-02-16,2,A,3390.0,2.2,11269.0
2014-08-25,2015-01-26,1,B,1742.0,8.3,20775.0
2014-08-25,2015-02-16,2,A,4390.0,1.2,11269.0
2014-08-25,2014-10-06,1,A,4228.0,2.2,14935.0
2014-08-25,2015-07-27,2,B,2888.0,8.3,28693.0
2014-08-25,2014-08-25,2,A,1902.0,2.2,11269.0
2014-08-25,2015-02-16,1,B,2338.0,8.3,20775.0
2014-08-25,2014-09-29,1,A,3258.0,2.2,14935.0
2014-08-25,2015-07-06,2,A,6325.0,1.2,11269.0
2014-08-25,2015-04-20,1,B,2072.0,8.3,20775.0
2014-08-25,2015-05-04,1,A,4802.0,2.2,14935.0
2014-08-25,2015-04-20,2,A,6898.0,1.2,11269.0
2014-08-25,2015-01-26,2,B,2311.0,8.3,28693.0
2014-08-25,2015-04-20,2,A,3689.0,2.2,11269.0
2014-08-25,2014-09-22,2,B,2276.0,8.3,28693.0
2014-08-25,2014-10-06,1,A,5342.0,1.2,14935.0
2014-08-25,2015-02-16,1,A,4954.0,1.2,14935.0
2014-08-25,2015-06-29,2,B,2683.0,8.3,28693.0
2014-08-25,2014-08-04,2,B,2536.0,8.3,28693.0
2014-08-25,2015-01-26,2,A,5568.0,1.2,11269.0
2014-09-01,2014-11-03,2,A,2842.0,2.2,14437.0
2014-09-01,2014-11-10,1,A,6438.0,1.2,15082.0
2014-09-01,2015-06-29,2,B,2683.0,8.3,16824.0
2014-09-01,2014-09-08,1,A,3288.0,2.2,15082.0
2014-09-01,2015-06-29,1,B,2181.0,8.3,16152.0
2014-09-01,2014-10-06,2,B,2161.0,8.3,16824.0
2014-09-01,2014-10-06,1,A,5342.0,1.2,15082.0
2014-09-01,2015-06-15,1,A,5038.0,2.2,15082.0
2014-09-01,2015-06-29,2,A,4112.0,2.2,14437.0
2014-09-01,2015-06-15,2,A,8161.0,1.2,14437.0
2014-09-01,2014-11-03,1,A,5618.0,1.2,15082.0
2014-09-01,2014-09-15,1,A,3999.0,2.2,15082.0
2014-09-01,2015-07-13,2,A,7860.0,1.2,14437.0
2014-09-01,2014-10-06,1,A,4228.0,2.2,15082.0
2014-09-01,2014-11-10,1,A,4838.0,2.2,15082.0
2014-09-01,2014-08-18,2,A,4908.0,1.2,14437.0
2014-09-01,2014-09-08,2,A,2056.0,2.2,14437.0
2014-09-01,2014-10-06,2,A,4895.0,1.2,14437.0
2014-09-01,2014-11-03,1,B,1966.0,8.3,16152.0
2014-09-01,2015-07-13,1,B,2254.0,8.3,16152.0
2014-09-01,2014-11-03,2,B,2353.0,8.3,16824.0
2014-09-01,2014-10-06,2,A,2897.0,2.2,14437.0
2014-09-01,2014-08-04,2,A,3600.0,2.2,14437.0
2014-09-01,2015-06-29,2,A,5532.0,1.2,14437.0
2014-09-01,2014-09-08,2,B,2174.0,8.3,16824.0
2014-09-01,2015-06-15,1,A,6755.0,1.2,15082.0
2014-09-01,2015-07-13,2,B,3084.0,8.3,16824.0
2014-09-01,2014-09-29,2,B,2554.0,8.3,16824.0
2014-09-01,2015-06-15,2,A,4232.0,2.2,14437.0
2014-09-01,2014-09-08,1,A,5099.0,1.2,15082.0
2014-09-01,2014-11-03,2,A,5293.0,1.2,14437.0
2014-09-01,2014-09-29,1,B,1900.0,8.3,16152.0
2014-09-01,2014-09-08,1,B,2045.0,8.3,16152.0
2014-09-01,2014-10-06,1,B,2038.0,8.3,16152.0
2014-09-01,2014-09-08,2,A,5978.0,1.2,14437.0
2014-09-01,2015-07-06,2,A,6325.0,1.2,14437.0
2014-09-01,2015-06-15,2,B,2197.0,8.3,16824.0
2014-09-01,2015-06-15,1,B,2060.0,8.3,16152.0
2014-09-01,2015-06-22,1,A,6790.0,1.2,15082.0
2014-09-01,2014-10-27,1,A,2990.0,2.2,15082.0
2014-09-01,2014-09-22,1,A,5087.0,1.2,15082.0
2014-09-01,2015-07-06,2,B,3464.0,8.3,16824.0
2014-09-01,2015-07-06,2,A,4945.0,2.2,14437.0
2014-09-01,2014-10-13,1,B,2050.0,8.3,16152.0
2014-09-01,2015-06-22,2,A,2982.0,2.2,14437.0
2014-09-01,2014-09-29,1,A,3258.0,2.2,15082.0
2014-09-01,2014-10-20,2,B,2538.0,8.3,16824.0
2014-09-01,2014-10-13,2,B,2179.0,8.3,16824.0
2014-09-01,2015-06-22,2,B,2848.0,8.3,16824.0
2014-09-01,2015-06-29,1,A,5914.0,2.2,15082.0
2014-09-01,2014-10-20,1,B,1890.0,8.3,16152.0
2014-09-01,2014-09-22,2,A,2569.0,2.2,14437.0
2014-09-01,2015-07-06,1,B,2506.0,8.3,16152.0
2014-09-01,2014-10-20,2,A,5832.0,1.2,14437.0
2014-09-01,2014-10-20,1,A,4227.0,2.2,15082.0
2014-09-01,2015-06-22,2,A,6792.0,1.2,14437.0
2014-09-01,2014-10-20,2,A,3205.0,2.2,14437.0
2014-09-01,2015-06-22,1,B,2490.0,8.3,16152.0
2014-09-01,2014-10-20,1,A,5523.0,1.2,15082.0
2014-09-01,2014-09-22,2,A,4550.0,1.2,14437.0
2014-09-01,2015-07-27,2,B,2888.0,8.3,16824.0
2014-09-01,2014-09-22,1,B,1915.0,8.3,16152.0
2014-09-01,2014-09-22,2,B,2276.0,8.3,16824.0
2014-09-01,2014-09-15,1,A,5497.0,1.2,15082.0
2014-09-01,2014-09-22,1,A,3862.0,2.2,15082.0
2014-09-01,2014-10-13,2,A,4414.0,1.2,14437.0
2014-09-01,2015-07-13,2,A,3776.0,2.2,14437.0
2014-09-01,2014-11-03,1,A,3493.0,2.2,15082.0
2014-09-01,2015-07-06,1,A,5835.0,2.2,15082.0
2014-09-01,2014-09-29,2,A,4230.0,1.2,14437.0
2014-09-01,2014-10-27,2,B,2833.0,8.3,16824.0
2014-09-01,2014-08-04,1,A,5006.0,1.2,15082.0
2014-09-01,2014-10-13,1,A,3530.0,2.2,15082.0
2014-09-01,2014-09-15,2,A,3295.0,2.2,14437.0
2014-09-01,2014-10-27,1,B,2086.0,8.3,16152.0
2014-09-01,2014-09-29,2,A,2623.0,2.2,14437.0
2014-09-01,2014-09-15,2,A,6486.0,1.2,14437.0
2014-09-01,2014-10-27,1,A,5490.0,1.2,15082.0
2014-09-01,2015-07-13,1,A,7062.0,1.2,15082.0
2014-09-01,2014-08-18,2,A,2623.0,2.2,14437.0
2014-09-01,2015-06-29,1,A,5831.0,1.2,15082.0
2014-09-01,2014-09-15,1,B,2295.0,8.3,16152.0
2014-09-01,2014-10-27,2,A,5076.0,1.2,14437.0
2014-09-01,2015-07-06,1,A,6447.0,1.2,15082.0
2014-09-01,2014-10-13,2,A,2868.0,2.2,14437.0
2014-09-01,2014-09-15,2,B,2849.0,8.3,16824.0
2014-09-01,2015-07-13,1,A,5542.0,2.2,15082.0
2014-09-01,2015-06-22,1,A,4650.0,2.2,15082.0
2014-09-01,2014-10-27,2,A,1470.0,2.2,14437.0
2014-09-01,2014-09-29,1,A,4838.0,1.2,15082.0
2014-09-01,2014-10-13,1,A,4968.0,1.2,15082.0
2014-09-01,2014-08-18,1,B,1782.0,8.3,16152.0
2014-09-01,2014-12-15,2,A,5610.0,1.2,14437.0
2014-09-01,2014-11-10,2,A,6325.0,1.2,14437.0
2014-09-01,2015-02-09,2,A,4081.0,2.2,14437.0
2014-09-01,2015-04-27,1,A,5134.0,2.2,15082.0
2014-09-01,2015-02-09,2,A,5892.0,1.2,14437.0
2014-09-01,2015-02-09,1,B,2174.0,8.3,16152.0
2014-09-01,2015-04-20,2,B,2813.0,8.3,16824.0
2014-09-01,2015-02-09,2,B,2669.0,8.3,16824.0
2014-09-01,2015-02-16,1,A,4099.0,2.2,15082.0
2014-09-01,2015-04-20,1,B,2072.0,8.3,16152.0
2014-09-01,2015-02-16,1,A,4954.0,1.2,15082.0
2014-09-01,2015-04-27,1,A,5773.0,1.2,15082.0
2014-09-01,2015-02-16,2,A,3390.0,2.2,14437.0
2014-09-01,2015-02-16,2,A,4390.0,1.2,14437.0
2014-09-01,2015-02-16,1,B,2338.0,8.3,16152.0
2014-09-01,2015-04-20,2,A,3689.0,2.2,14437.0
2014-09-01,2015-02-16,2,B,3206.0,8.3,16824.0
2014-09-01,2014-08-11,2,A,3234.0,2.2,14437.0
2014-09-01,2015-02-23,1,A,4059.0,2.2,15082.0
2014-09-01,2015-04-20,1,A,5806.0,1.2,15082.0
2014-09-01,2014-08-04,2,B,2536.0,8.3,16824.0
2014-09-01,2015-02-23,1,A,5290.0,1.2,15082.0
2014-09-01,2015-04-20,2,A,6898.0,1.2,14437.0
2014-09-01,2015-02-09,1,A,5559.0,1.2,15082.0
2014-09-01,2015-02-09,1,A,4882.0,2.2,15082.0
2014-09-01,2015-04-27,2,A,3406.0,2.2,14437.0
2014-09-01,2015-01-19,2,B,1973.0,8.3,16824.0
2014-09-01,2015-05-04,2,A,3714.0,2.2,14437.0
2014-09-01,2015-07-27,2,A,7368.0,1.2,14437.0
2014-09-01,2015-01-26,1,A,4495.0,2.2,15082.0
2014-09-01,2015-01-26,1,A,5337.0,1.2,15082.0
2014-09-01,2015-05-04,1,A,5461.0,1.2,15082.0
2014-09-01,2015-01-26,2,A,3448.0,2.2,14437.0
2014-09-01,2015-01-26,2,A,5568.0,1.2,14437.0
2014-09-01,2015-05-04,1,A,4802.0,2.2,15082.0
2014-09-01,2015-01-26,1,B,1742.0,8.3,16152.0
2014-09-01,2015-01-26,2,B,2311.0,8.3,16824.0
2014-09-01,2015-04-27,2,B,2435.0,8.3,16824.0
2014-09-01,2015-02-02,1,A,4174.0,2.2,15082.0
2014-09-01,2015-02-02,1,A,5324.0,1.2,15082.0
2014-09-01,2015-04-27,1,B,2019.0,8.3,16152.0
2014-09-01,2014-08-11,2,A,5048.0,1.2,14437.0
2014-09-01,2015-02-02,2,A,2843.0,2.2,14437.0
2014-09-01,2015-02-02,2,A,6268.0,1.2,14437.0
2014-09-01,2015-04-27,2,A,6162.0,1.2,14437.0
2014-09-01,2015-02-02,1,B,1971.0,8.3,16152.0
2014-09-01,2015-02-02,2,B,2065.0,8.3,16824.0
2014-09-01,2015-04-20,1,A,4765.0,2.2,15082.0
2014-09-01,2015-02-23,2,A,2438.0,2.2,14437.0
2014-09-01,2015-02-23,2,A,4835.0,1.2,14437.0
2014-09-01,2015-04-13,2,B,2856.0,8.3,16824.0
2014-09-01,2015-03-16,2,A,4232.0,2.2,14437.0
2014-09-01,2015-04-06,2,A,3712.0,2.2,14437.0
2014-09-01,2015-03-16,2,A,4936.0,1.2,14437.0
2014-09-01,2015-03-16,1,B,2028.0,8.3,16152.0
2014-09-01,2015-04-06,1,A,6414.0,1.2,15082.0
2014-09-01,2015-03-16,2,B,2742.0,8.3,16824.0
2014-09-01,2015-03-23,1,A,3806.0,2.2,15082.0
2014-09-01,2015-04-06,1,A,4799.0,2.2,15082.0
2014-09-01,2015-03-23,1,A,5686.0,1.2,15082.0
2014-09-01,2015-03-23,2,A,2819.0,2.2,14437.0
2014-09-01,2015-03-30,2,B,2965.0,8.3,16824.0
2014-09-01,2015-03-23,2,A,6756.0,1.2,14437.0
2014-09-01,2015-03-30,1,B,2174.0,8.3,16152.0
2014-09-01,2015-03-23,1,B,2323.0,8.3,16152.0
2014-09-01,2015-07-27,2,A,3924.0,2.2,14437.0
2014-09-01,2015-03-23,2,B,2892.0,8.3,16824.0
2014-09-01,2015-03-30,2,A,6551.0,1.2,14437.0
2014-09-01,2015-03-30,1,A,4470.0,2.2,15082.0
2014-09-01,2014-08-11,1,A,4598.0,2.2,15082.0
2014-09-01,2015-03-30,1,A,5517.0,1.2,15082.0
2014-09-01,2015-03-30,2,A,2809.0,2.2,14437.0
2014-09-01,2015-04-06,2,A,7698.0,1.2,14437.0
2014-09-01,2015-01-19,1,B,1514.0,8.3,16152.0
2014-09-01,2015-03-16,1,A,4854.0,1.2,15082.0
2014-09-01,2015-04-06,1,B,2167.0,8.3,16152.0
2014-09-01,2015-02-23,1,B,2070.0,8.3,16152.0
2014-09-01,2015-02-23,2,B,2514.0,8.3,16824.0
2014-09-01,2015-04-13,1,B,2102.0,8.3,16152.0
2014-09-01,2015-03-02,1,A,4212.0,2.2,15082.0
2014-09-01,2015-03-02,1,A,5202.0,1.2,15082.0
2014-09-01,2015-04-13,2,A,6652.0,1.2,14437.0
2014-09-01,2015-03-02,2,A,2588.0,2.2,14437.0
2014-09-01,2015-03-02,2,A,5406.0,1.2,14437.0
2014-09-01,2015-04-13,2,A,3318.0,2.2,14437.0
2014-09-01,2015-03-02,1,B,2281.0,8.3,16152.0
2014-09-01,2015-03-02,2,B,3125.0,8.3,16824.0
2014-09-01,2015-04-13,1,A,6667.0,1.2,15082.0
2014-09-01,2015-03-09,1,A,6055.0,2.2,15082.0
2014-09-01,2015-03-09,1,A,6192.0,1.2,15082.0
2014-09-01,2015-04-13,1,A,4366.0,2.2,15082.0
2014-09-01,2015-03-09,2,A,5147.0,2.2,14437.0
2014-09-01,2015-03-09,2,A,6004.0,1.2,14437.0
2014-09-01,2015-04-06,2,B,2957.0,8.3,16824.0
2014-09-01,2015-03-09,1,B,1816.0,8.3,16152.0
2014-09-01,2014-08-11,1,A,5463.0,1.2,15082.0
2014-09-01,2015-03-09,2,B,2126.0,8.3,16824.0
2014-09-01,2015-03-16,1,A,5042.0,2.2,15082.0
2014-09-01,2015-05-04,2,A,5770.0,1.2,14437.0
2014-09-01,2015-01-19,2,A,4862.0,1.2,14437.0
2014-09-01,2015-01-19,2,A,2688.0,2.2,14437.0
2014-09-01,2015-06-01,2,A,5519.0,1.2,14437.0
